Drug Name,Drug ID (ChEMBL),Queried Disease (per drug),Phase,Trial Status,Sponsor,Estimated Primary Completion Date,Trial Start Date,Mechanism of Action,Trial IDs (NCT),PubMed Reference,PubChem CID,Molecular Formula,Canonical SMILES,Molecular Weight,Source URLs
CETUXIMAB,CHEMBL1201577,solid tumor,PHASE_1,RECRUITING,"Alterome Therapeutics, Inc.",2029-05,2025-03-05,Epidermal growth factor receptor erbB1 inhibitor,NCT06835569,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06835569
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_1,RECRUITING,University of Chicago,2027-06-05,2025-09-29,Epidermal growth factor receptor erbB1 inhibitor,NCT06912087,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06912087
CETUXIMAB,CHEMBL1201577,"colorectal cancer, malignant pancreatic neoplasm, lung cancer",PHASE_1,RECRUITING,"TheRas, Inc., d/b/a BBOT (BridgeBio Oncology Therapeutics)",2027-08,2025-03-31,Epidermal growth factor receptor erbB1 inhibitor,NCT06917079,"PMID:41790032 - Discovery of BBO-11818, a Potent and Selective Noncovalent Inhibitor of (ON) and (OFF) KRAS with Activity against Multiple Oncogenic Mutants. - (Cancer discovery 2026)",,,,,https://clinicaltrials.gov/study/NCT06917079
CETUXIMAB,CHEMBL1201577,solid tumors,PHASE_1,RECRUITING,Chugai Pharmaceutical,2029-12-31,2025-06-05,Epidermal growth factor receptor erbB1 inhibitor,NCT07030959,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07030959
CETUXIMAB,CHEMBL1201577,solid tumor,PHASE_1,RECRUITING,"Treeline Biosciences, Inc.",2031-12-03,2025-09-29,Epidermal growth factor receptor erbB1 inhibitor,NCT07204340,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07204340
CETUXIMAB,CHEMBL1201577,"breast cancer, colorectal cancer",PHASE_1,RECRUITING,Pfizer,2029-04-14,2025-12-23,Epidermal growth factor receptor erbB1 inhibitor,NCT07318805,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07318805
CETUXIMAB,CHEMBL1201577,solid tumor,PHASE_1,RECRUITING,"Revolution Medicines, Inc.",2028-04,2026-01-08,Epidermal growth factor receptor erbB1 inhibitor,NCT07349537,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07349537
CETUXIMAB,CHEMBL1201577,"KRAS G12D mutation, colorectal cancer, colorectal adenocarcinoma",PHASE_1,RECRUITING,Bayer,2029-07-27,2026-04-07,Epidermal growth factor receptor erbB1 inhibitor,NCT07535112,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07535112
CETUXIMAB,CHEMBL1201577,colorectal carcinoma,UNKNOWN,RECRUITING,Pierre Fabre Pharma GmbH,2026-09,2020-09-03,Epidermal growth factor receptor erbB1 inhibitor,NCT04673955,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT04673955
CETUXIMAB,CHEMBL1201577,"postoperative recurrence and metastasis, colorectal cancer",UNKNOWN,RECRUITING,Peking Union Medical College Hospital,2025-09-01,2021-09-01,Epidermal growth factor receptor erbB1 inhibitor,NCT05424692,PMID:10944126 - Leucovorin and fluorouracil with or without oxaliplatin as first-line treatment in advanced colorectal cancer. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2000),,,,,https://clinicaltrials.gov/study/NCT05424692
CETUXIMAB,CHEMBL1201577,non-Hodgkin lymphoma,UNKNOWN,RECRUITING,Fondazione Italiana Linfomi - ETS,2038-10,2023-12-27,Epidermal growth factor receptor erbB1 inhibitor,NCT06008691,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06008691
CETUXIMAB,CHEMBL1201577,migraine disorder,UNKNOWN,RECRUITING,"IRCCS National Neurological Institute ""C. Mondino"" Foundation",2026-02,2023-05-10,Epidermal growth factor receptor erbB1 inhibitor,NCT06562413,PMID:18155928 - Improving MEG source localizations: an automated method for complete artifact removal based on independent component analysis. - (NeuroImage 2008),,,,,https://clinicaltrials.gov/study/NCT06562413
OSIMERTINIB,CHEMBL3353410,"non-small cell lung carcinoma, lung cancer",PHASE_3,RECRUITING,National Cancer Institute (NCI),2026-12-31,2020-12-28,Epidermal growth factor receptor erbB1 inhibitor,NCT04181060,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT04181060
OSIMERTINIB,CHEMBL3353410,"non-small cell lung carcinoma, non-small cell lung carcinoma",PHASE_3,RECRUITING,"TYK Medicines, Inc",2025-05,2022-06-08,Epidermal growth factor receptor erbB1 inhibitor,NCT05382728,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT05382728
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_3,RECRUITING,NRG Oncology,2031-10-15,2023-07-12,Epidermal growth factor receptor erbB1 inhibitor,NCT05624996,"PMID:39615497 - Primary lung tumour stereotactic body radiotherapy followed by concurrent mediastinal chemoradiotherapy and adjuvant immunotherapy for locally advanced non-small-cell lung cancer: a multicentre, single-arm, phase 2 trial. - (The Lancet. Oncology 2025)",71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT05624996
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_3,RECRUITING,AstraZeneca,2028-03-21,2024-04-29,Epidermal growth factor receptor erbB1 inhibitor,NCT06350097,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06350097
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_3,RECRUITING,AstraZeneca,2026-09-30,2024-10-04,Epidermal growth factor receptor erbB1 inhibitor,NCT06417814,PMID:41466843 - TROPION-Lung15: a randomized phase III study of osimertinib combined with datopotamab deruxtecan (Dato-DXd) or Dato-DXd alone versus platinum-doublet chemotherapy in patients with EGFR-mutated advanced non-small cell lung cancer and whose disease has progressed on prior osimertinib. - (Therapeutic advances in medical oncology 2025),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06417814
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_3,RECRUITING,Region Skane,2028-09,2022-09-21,Epidermal growth factor receptor erbB1 inhibitor,NCT06486142,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06486142
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_3,RECRUITING,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",2027-05,2024-11-27,Epidermal growth factor receptor erbB1 inhibitor,NCT06670196,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06670196
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_3,RECRUITING,Shanghai JMT-Bio Inc.,2026-09-30,2024-10-23,Epidermal growth factor receptor erbB1 inhibitor,NCT06735391,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06735391
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_3,RECRUITING,Shanghai JMT-Bio Inc.,2028-02-15,2025-04-03,Epidermal growth factor receptor erbB1 inhibitor,NCT06829459,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06829459
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_3,RECRUITING,"Sichuan Baili Pharmaceutical Co., Ltd.",2028-12,2025-02-24,Epidermal growth factor receptor erbB1 inhibitor,NCT06838273,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06838273
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_3,RECRUITING,"ArriVent BioPharma, Inc.",2029-02,2025-12-17,Epidermal growth factor receptor erbB1 inhibitor,NCT07185997,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07185997
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2_3,RECRUITING,AbbVie,2031-12,2025-08-03,Epidermal growth factor receptor erbB1 inhibitor,NCT07005102,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07005102
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,National Cancer Institute (NCI),2027-06-30,2018-04-25,Epidermal growth factor receptor erbB1 inhibitor,NCT03191149,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT03191149
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,Hunan Province Tumor Hospital,2026-12-24,2020-04-16,Epidermal growth factor receptor erbB1 inhibitor,NCT04322890,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT04322890
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,Mark Vincent,2026-06-01,2021-01-06,Epidermal growth factor receptor erbB1 inhibitor,NCT04335292,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT04335292
OSIMERTINIB,CHEMBL3353410,lung cancer,PHASE_2,RECRUITING,Memorial Sloan Kettering Cancer Center,2027-05,2020-05-28,Epidermal growth factor receptor erbB1 inhibitor,NCT04410796,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT04410796
OSIMERTINIB,CHEMBL3353410,lung adenocarcinoma,PHASE_2,RECRUITING,Samsung Medical Center,2027-09-01,2022-09-11,Epidermal growth factor receptor erbB1 inhibitor,NCT04591002,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT04591002
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,Sun Yat-sen University,2023-09-01,2021-08-13,Epidermal growth factor receptor erbB1 inhibitor,NCT05011487,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT05011487
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,Goethe University,2025-11,2021-11-12,Epidermal growth factor receptor erbB1 inhibitor,NCT05281406,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT05281406
OSIMERTINIB,CHEMBL3353410,non-small cell lung adenocarcinoma,PHASE_2,RECRUITING,Samsung Medical Center,2027-09-01,2022-09-11,Epidermal growth factor receptor erbB1 inhibitor,NCT05528458,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT05528458
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,SWOG Cancer Research Network,2027-06-30,2023-05-05,Epidermal growth factor receptor erbB1 inhibitor,NCT05642572,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT05642572
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,Tianjin Medical University Cancer Institute and Hospital,2024-10-14,2022-10-14,Epidermal growth factor receptor erbB1 inhibitor,NCT05686434,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT05686434
OSIMERTINIB,CHEMBL3353410,"non-small cell lung carcinoma, leptomeningeal metastasis",PHASE_2,RECRUITING,"Taipei Veterans General Hospital, Taiwan",2026-12-31,2024-08-01,Epidermal growth factor receptor erbB1 inhibitor,NCT05805631,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT05805631
OSIMERTINIB,CHEMBL3353410,"brain metastases, non-small cell lung carcinoma",PHASE_2,RECRUITING,"TYK Medicines, Inc",2025-06-30,2023-08-17,Epidermal growth factor receptor erbB1 inhibitor,NCT05948813,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT05948813
OSIMERTINIB,CHEMBL3353410,"oligoprogressive disease, EGFR positive non-small cell lung carcinoma, non-small cell lung carcinoma",PHASE_2,RECRUITING,City of Hope Medical Center,2026-07-11,2024-10-09,Epidermal growth factor receptor erbB1 inhibitor,NCT06014827,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06014827
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,"Jair Bar, M.D., Ph.D.",2029-01,2024-02-19,Epidermal growth factor receptor erbB1 inhibitor,NCT06206850,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06206850
OSIMERTINIB,CHEMBL3353410,"lung cancer, cancer, non-small cell lung carcinoma",PHASE_2,RECRUITING,Tianjin Medical University Cancer Institute and Hospital,2025-12-15,2024-04-09,Epidermal growth factor receptor erbB1 inhibitor,NCT06363734,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06363734
OSIMERTINIB,CHEMBL3353410,squamous cell lung carcinoma,PHASE_2,RECRUITING,The First Affiliated Hospital of Guangzhou Medical University,2025-10-31,2024-04-01,Epidermal growth factor receptor erbB1 inhibitor,NCT06383728,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06383728
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,"Sichuan Baili Pharmaceutical Co., Ltd.",2026-08,2024-07-31,Epidermal growth factor receptor erbB1 inhibitor,NCT06498986,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06498986
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,Memorial Sloan Kettering Cancer Center,2027-12,2024-12-13,Epidermal growth factor receptor erbB1 inhibitor,NCT06741085,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06741085
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,Shanghai Chest Hospital,2029-01-24,2025-09-23,Epidermal growth factor receptor erbB1 inhibitor,NCT07058519,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07058519
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,AstraZeneca,2029-05-30,2026-04-01,Epidermal growth factor receptor erbB1 inhibitor,NCT07295821,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07295821
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,Qingdao Central Hospital,2026-12-31,2025-01-01,Epidermal growth factor receptor erbB1 inhibitor,NCT07322783,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07322783
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,Jonsson Comprehensive Cancer Center,2027-02-01,2026-02-19,Epidermal growth factor receptor erbB1 inhibitor,NCT07323641,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07323641
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",2027-08-31,2026-03-30,Epidermal growth factor receptor erbB1 inhibitor,NCT07329322,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07329322
OSIMERTINIB,CHEMBL3353410,"ctDNA positive status, non-small cell lung carcinoma",PHASE_2,RECRUITING,Guangdong Association of Clinical Trials,2028-06-30,2025-12-15,Epidermal growth factor receptor erbB1 inhibitor,NCT07375316,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07375316
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_2,RECRUITING,Chinese University of Hong Kong,2029-03-03,2026-02-11,Epidermal growth factor receptor erbB1 inhibitor,NCT07379476,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07379476
OSIMERTINIB,CHEMBL3353410,"brain metastases, non-small cell lung carcinoma",PHASE_2,RECRUITING,Tianjin Medical University Cancer Institute and Hospital,2028-01-01,2026-01-01,Epidermal growth factor receptor erbB1 inhibitor,NCT07505173,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07505173
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_1_2,RECRUITING,"Genprex, Inc.",2028-03,2021-09-03,Epidermal growth factor receptor erbB1 inhibitor,NCT04486833,PMID:41385873 - Dose Escalation Trial of the Combination of Osimertinib and Quaratusugene Ozeplasmid Gene Therapy in Patients with Advanced NSCLC. - (Clinical lung cancer 2026),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT04486833
OSIMERTINIB,CHEMBL3353410,"mesothelioma, non-small cell lung carcinoma",PHASE_1_2,RECRUITING,"Vivace Therapeutics, Inc",2029-11-02,2021-03-24,Epidermal growth factor receptor erbB1 inhibitor,NCT04665206,PMID:41111090 - YAP/TEAD inhibitor VT3989 in solid tumors: a phase 1/2 trial. - (Nature medicine 2025),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT04665206
OSIMERTINIB,CHEMBL3353410,solid tumors,PHASE_1_2,RECRUITING,DualityBio Inc.,2027-12-30,2023-08-17,Epidermal growth factor receptor erbB1 inhibitor,NCT05785741,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT05785741
OSIMERTINIB,CHEMBL3353410,"lung cancer, non-small cell lung carcinoma",PHASE_1_2,RECRUITING,China Medical University Hospital,2026-08-27,2024-02-23,Epidermal growth factor receptor erbB1 inhibitor,NCT06071013,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06071013
OSIMERTINIB,CHEMBL3353410,advanced solid tumors,PHASE_1_2,RECRUITING,Hunan Province Tumor Hospital,2026-12-30,2023-12-31,Epidermal growth factor receptor erbB1 inhibitor,NCT06109558,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06109558
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_1_2,RECRUITING,"Suzhou Genhouse Bio Co., Ltd.",2025-12-31,2024-03-05,Epidermal growth factor receptor erbB1 inhibitor,NCT06306456,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06306456
OSIMERTINIB,CHEMBL3353410,advanced solid tumors,PHASE_1_2,RECRUITING,Bristol-Myers Squibb,2031-02-26,2025-02-04,Epidermal growth factor receptor erbB1 inhibitor,NCT06618287,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06618287
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_1_2,RECRUITING,"Wayshine Biopharm, Inc.",2028-10-14,2025-10-17,Epidermal growth factor receptor erbB1 inhibitor,NCT07206498,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07206498
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_1_2,RECRUITING,Memorial Sloan Kettering Cancer Center,2028-04,2026-04-09,Epidermal growth factor receptor erbB1 inhibitor,NCT07535437,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07535437
OSIMERTINIB,CHEMBL3353410,"lung cancer, non-small cell lung carcinoma",PHASE_1,RECRUITING,Collin Blakely,2026-12-31,2019-11-12,Epidermal growth factor receptor erbB1 inhibitor,NCT04085315,PMID:30478424 - Aurora kinase A drives the evolution of resistance to third-generation EGFR inhibitors in lung cancer. - (Nature medicine 2019),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT04085315
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_1,RECRUITING,Emory University,2026-12-27,2021-02-24,Epidermal growth factor receptor erbB1 inhibitor,NCT04762199,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT04762199
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_1,UNKNOWN,Instituto Oncológico Dr Rosell,2026-04,2022-02-11,Epidermal growth factor receptor erbB1 inhibitor,NCT04772235,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT04772235
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_1,RECRUITING,Ohio State University Comprehensive Cancer Center,2026-07-31,2022-01-18,Epidermal growth factor receptor erbB1 inhibitor,NCT04780568,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT04780568
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_1,RECRUITING,BioNTech SE,2030-02,2022-06-17,Epidermal growth factor receptor erbB1 inhibitor,NCT05142189,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT05142189
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_1,RECRUITING,"Karen Reckamp, MD, MS",2028-01,2023-09-15,Epidermal growth factor receptor erbB1 inhibitor,NCT05401110,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT05401110
